ore_name	reg_name	damage	display_name
blockCerium-dopedLutetiumAluminiumGarnet(Ce:LuAG)	bartworks:bw.werkstoffblocks.01	11499	Block of Cerium-doped Lutetium Aluminium Garnet (Ce:LuAG)
blockCertusQuartz	gregtech:gt.blockgem1	5	Block of Certus Quartz
blockCharcoal	gregtech:gt.blockgem3	4	Block of Charcoal
blockChromaticGlass	miscutils:blockBlockChromaticGlass	0	Block of Chromatic Glass
blockChrome	gregtech:gt.blockmetal2	3	Block of Chrome
blockChromiumDioxide	gregtech:gt.blockmetal2	4	Block of Chromium Dioxide
blockChromo-Alumino-Povondraite	bartworks:bw.werkstoffblocks.01	7	Block of Chromo-Alumino-Povondraite
blockCinobiteA243	miscutils:blockBlockCinobiteA243	0	Block of Cinobite A243
blockCloth	minecraft:wool	32767	Black Wool
blockCoal	minecraft:coal_block	0	Block of Coal
blockCoal	ExtraUtilities:color_blockCoal	0	Colored Block of Coal (White Frequency)
blockCoal	ExtraUtilities:color_blockCoal	1	Colored Block of Coal (Orange Frequency)
blockCoal	ExtraUtilities:color_blockCoal	2	Colored Block of Coal (Magenta Frequency)
blockCoal	ExtraUtilities:color_blockCoal	3	Colored Block of Coal (Light Blue Frequency)
blockCoal	ExtraUtilities:color_blockCoal	4	Colored Block of Coal (Yellow Frequency)
blockCoal	ExtraUtilities:color_blockCoal	5	Colored Block of Coal (Lime Frequency)
blockCoal	ExtraUtilities:color_blockCoal	6	Colored Block of Coal (Pink Frequency)
blockCoal	ExtraUtilities:color_blockCoal	7	Colored Block of Coal (Gray Frequency)
blockCoal	ExtraUtilities:color_blockCoal	8	Colored Block of Coal (Light Gray Frequency)
blockCoal	ExtraUtilities:color_blockCoal	9	Colored Block of Coal (Cyan Frequency)
blockCoal	ExtraUtilities:color_blockCoal	10	Colored Block of Coal (Purple Frequency)
blockCoal	ExtraUtilities:color_blockCoal	11	Colored Block of Coal (Blue Frequency)
blockCoal	ExtraUtilities:color_blockCoal	12	Colored Block of Coal (Brown Frequency)
blockCoal	ExtraUtilities:color_blockCoal	13	Colored Block of Coal (Green Frequency)
blockCoal	ExtraUtilities:color_blockCoal	14	Colored Block of Coal (Red Frequency)
blockCoal	ExtraUtilities:color_blockCoal	15	Colored Block of Coal (Black Frequency)
blockCoalBlack	ExtraUtilities:color_blockCoal	0	Colored Block of Coal (White Frequency)
blockCoalBlue	ExtraUtilities:color_blockCoal	4	Colored Block of Coal (Yellow Frequency)
blockCoalBrown	ExtraUtilities:color_blockCoal	3	Colored Block of Coal (Light Blue Frequency)
blockCoalCyan	ExtraUtilities:color_blockCoal	6	Colored Block of Coal (Pink Frequency)
blockCoalGray	ExtraUtilities:color_blockCoal	8	Colored Block of Coal (Light Gray Frequency)
blockCoalGreen	ExtraUtilities:color_blockCoal	2	Colored Block of Coal (Magenta Frequency)
blockCoalLightBlue	ExtraUtilities:color_blockCoal	12	Colored Block of Coal (Brown Frequency)
blockCoalLightGray	ExtraUtilities:color_blockCoal	7	Colored Block of Coal (Gray Frequency)
blockCoalLime	ExtraUtilities:color_blockCoal	10	Colored Block of Coal (Purple Frequency)
blockCoalMagenta	ExtraUtilities:color_blockCoal	13	Colored Block of Coal (Green Frequency)
blockCoalOrange	ExtraUtilities:color_blockCoal	14	Colored Block of Coal (Red Frequency)
blockCoalPink	ExtraUtilities:color_blockCoal	9	Colored Block of Coal (Cyan Frequency)
blockCoalPurple	ExtraUtilities:color_blockCoal	5	Colored Block of Coal (Lime Frequency)
blockCoalRed	ExtraUtilities:color_blockCoal	1	Colored Block of Coal (Orange Frequency)
blockCoalWhite	ExtraUtilities:color_blockCoal	15	Colored Block of Coal (Black Frequency)
blockCoalYellow	ExtraUtilities:color_blockCoal	11	Colored Block of Coal (Blue Frequency)
blockCobalt	TConstruct:MetalBlock	0	Block of Cobalt
blockCobalt	gregtech:gt.blockmetal2	5	Block of Cobalt
blockCobalt	GalaxySpace:metalsblock	2	Decorative Cobalt Block
blockCobaltBrass	gregtech:gt.blockmetal2	6	Block of Cobalt Brass
blockConductiveIron	EnderIO:blockIngotStorage	4	Conductive Iron Block
blockCopper	IC2:blockMetal	0	Copper Block
blockCopper	TConstruct:MetalBlock	3	Block of Copper
blockCopper	GalacticraftCore:tile.gcBlockCore	9	Copper Block
blockCopper	Forestry:resourceStorage	1	Block of Copper
blockCopper	Railcraft:cube	9	Block of Copper
blockCopper	gregtech:gt.blockmetal2	7	Block of Copper
blockCopper	ProjRed|Exploration:projectred.exploration.stone	8	Block of Copper
blockCopper	GalaxySpace:metalsblock	9	Decorative Copper Block
blockCopper	etfuturum:copper_block	0	Block of Copper
blockCopperCut	etfuturum:copper_block	4	Cut Copper
blockCosmicNeutronium	Avaritia:Resource_Block	0	Cosmic Neutronium Block
blockCrudeSteel	EnderIO:blockIngotStorageEndergy	0	Clay Compound Block
blockCryolite	gregtech:gt.blockmetal9	0	Block of Cryolite
blockCrystalCluster	thaumicbases:crystalBlock	32767	Tainted Crystal Block
blockCrystalMatrix	Avaritia:Crystal_Matrix	0	Crystal Matrix
blockCrystallineAlloy	EnderIO:blockIngotStorageEndergy	1	Crystalline Alloy Block
blockCrystallinePinkSlime	EnderIO:blockIngotStorageEndergy	4	Crystalline Pink Slime Block
blockCubicZirconia	bartworks:bw.werkstoffblocks.01	4	Block of Cubic Zirconia
blockCupronickel	gregtech:gt.blockmetal2	8	Block of Cupronickel
blockCurium	miscutils:blockBlockCurium	0	Block of Curium
blockDalisenite	bartworks:bw.werkstoffblocks.01	10104	Block of Dalisenite
blockDamascusSteel	gregtech:gt.blockmetal2	9	Block of Damascus Steel
blockDarkIron	gregtech:gt.blockmetal2	10	Block of Deep Dark Iron
blockDarkSteel	EnderIO:blockIngotStorage	6	Dark Steel Block
blockDeepIron	gregtech:gt.blockmetal2	11	Block of Deep Iron
blockDesh	gregtech:gt.blockmetal2	12	Block of Desh
blockDiamond	minecraft:diamond_block	0	Block of Diamond
blockDiamond	thaumicbases:oldDiamond	0	Ancient Diamond Block
blockDilithium	gregtech:gt.blockgem1	6	Block of Dilithium
blockDiorite	chisel:diorite	0	Diorite
blockDraconium	DraconicEvolution:draconium	0	Draconium Block
blockDraconiumAwakened	DraconicEvolution:draconicBlock	0	Awakened Draconium Block
blockDragonblood	miscutils:blockBlockDragonblood	0	Block of Dragonblood
blockDreamwood	Botania:dreamwood	0	Dreamwood
blockDuranium	gregtech:gt.blockmetal2	13	Block of Duranium
blockDysprosium	gregtech:gt.blockmetal2	14	Block of Dysprosium
blockEglinSteel	miscutils:blockBlockEglinSteel	0	Block of Eglin Steel
blockElectricalSteel	EnderIO:blockIngotStorage	0	Electrical Steel Block
blockElectrotine	ProjRed|Exploration:projectred.exploration.stone	11	Block of Electrotine
blockElectrum	gregtech:gt.blockmetal2	15	Block of Electrum
blockElectrumFlux	gregtech:gt.blockmetal3	0	Block of Fluxed Electrum
blockElvenElementium	Botania:storage	2	Block of Elementium
blockEmerald	minecraft:emerald_block	0	Block of Emerald
blockEndSteel	EnderIO:blockIngotStorage	8	End Steel Block
blockEnder	TConstruct:MetalBlock	10	Block of Solid Ender
blockEnderCore	ExtraUtilities:decorativeBlock1	11	Ender Core
blockEnderEye	gregtech:gt.blockgem1	7	Block of Endereye
blockEnderObsidian	ExtraUtilities:decorativeBlock1	1	Ender-infused Obsidian
blockEnderPearl	gregtech:gt.blockgem1	8	Block of Enderpearl
blockEnderium	gregtech:gt.blockmetal3	1	Block of Enderium
blockEnergeticAlloy	EnderIO:blockIngotStorage	1	Energetic Alloy Block
blockEnergeticSilver	EnderIO:blockIngotStorageEndergy	5	Energetic Silver Block
blockEnergyCrystal	miscutils:blockBlockEnergyCrystal	0	Block of Energy Crystal
blockEnhancedGalgadorian	StevesCarts:BlockMetalStorage	2	Enhanced Galgadorian Block
blockEnrichedNaquadahAlloy	bartworks:bw.werkstoffblocks.01	10110	Block of Enriched Naquadah Alloy
blockErbium	gregtech:gt.blockmetal3	2	Block of Erbium
blockEternity	gregtech:gt.blockmetal9	9	Block of Eternity
blockEuropium	gregtech:gt.blockmetal3	3	Block of Europium
blockExtremelyUnstableNaquadah	bartworks:bw.werkstoffblocks.01	10024	Block of Extremely Unstable Naquadah
blockFayalite	bartworks:bw.werkstoffblocks.01	23	Block of Fayalite
blockFermium	miscutils:blockBlockFermium	0	Block of Fermium
blockFierySteel	gregtech:gt.blockmetal3	4	Block of Fiery Steel
blockFirestone	gregtech:gt.blockmetal8	14	Block of Firestone
blockFluor-Buergerite	bartworks:bw.werkstoffblocks.01	5	Block of Fluor-Buergerite
blockFluorophlogopite	bartworks:bw.werkstoffblocks.01	104	Block of Fluorophlogopite
blockFluorspar	bartworks:bw.werkstoffblocks.01	91	Block of Fluorspar
blockFoolsRuby	gregtech:gt.blockgem1	9	Block of Spinel
blockForce	gregtech:gt.blockgem1	10	Block of Force
blockForcicium	gregtech:gt.blockgem1	11	Block of Forcicium
blockForcillium	gregtech:gt.blockgem1	12	Block of Forcillium
blockForsterite	bartworks:bw.werkstoffblocks.01	24	Block of Forsterite
blockGadolinium	gregtech:gt.blockmetal3	5	Block of Gadolinium
blockGalgadorian	StevesCarts:BlockMetalStorage	1	Galgadorian Block
blockGallium	gregtech:gt.blockmetal3	6	Block of Gallium
blockGarnetRed	gregtech:gt.blockgem2	10	Block of Red Garnet
blockGarnetYellow	gregtech:gt.blockgem3	2	Block of Yellow Garnet
blockGermanium	miscutils:blockBlockGermanium	0	Block of Germanium
blockGlass	minecraft:glass	0	Glass
blockGlass	minecraft:stained_glass	32767	Black Stained Glass
blockGlass	ExtraUtilities:decorativeBlock2	0	Thickened Glass
blockGlass	ExtraUtilities:decorativeBlock2	1	Edged Glass
blockGlass	ExtraUtilities:decorativeBlock2	2	Glass Bricks
blockGlass	ExtraUtilities:decorativeBlock2	3	Carved Glass
blockGlass	ExtraUtilities:decorativeBlock2	6	Swirling Glass
blockGlass	ExtraUtilities:decorativeBlock2	9	Square Glass
blockGlass	TConstruct:GlassBlock	0	Clear Glass
blockGlass	EnderIO:blockFusedQuartz	1	Quite Clear Glass
blockGlass	GalaxySpace:futureglass	0	Future Glass
blockGlass	GalaxySpace:futureglasses	0	Black Future Glass
blockGlass	GalaxySpace:futureglasses	1	Red Future Glass
blockGlass	GalaxySpace:futureglasses	2	Green Future Glass
blockGlass	GalaxySpace:futureglasses	3	Brown Future Glass
blockGlass	GalaxySpace:futureglasses	4	Blue Future Glass
blockGlass	GalaxySpace:futureglasses	5	Purple Future Glass
blockGlass	GalaxySpace:futureglasses	6	Cyan Future Glass
blockGlass	GalaxySpace:futureglasses	7	Light Gray Future Glass
blockGlass	GalaxySpace:futureglasses	8	Gray Future Glass
blockGlass	GalaxySpace:futureglasses	9	Pink Future Glass
blockGlass	GalaxySpace:futureglasses	10	Lime Future Glass
blockGlass	GalaxySpace:futureglasses	11	Yellow Future Glass
blockGlass	GalaxySpace:futureglasses	12	Light Blue Future Glass
blockGlass	GalaxySpace:futureglasses	13	Magenta Future Glass
blockGlass	GalaxySpace:futureglasses	14	Orange Future Glass
blockGlass	GalaxySpace:futureglasses	15	White Future Glass
blockGlass	TConstruct:GlassBlock.StainedClear	32767	Black Stained Glass
blockGlassBlack	minecraft:stained_glass	15	Black Stained Glass
blockGlassBlack	TConstruct:GlassBlock.StainedClear	15	Black Stained Glass
blockGlassBlue	minecraft:stained_glass	11	Blue Stained Glass
blockGlassBlue	TConstruct:GlassBlock.StainedClear	11	Blue Stained Glass
blockGlassBrown	minecraft:stained_glass	12	Brown Stained Glass
blockGlassBrown	TConstruct:GlassBlock.StainedClear	12	Brown Stained Glass
blockGlassColorless	minecraft:glass	0	Glass
blockGlassCyan	minecraft:stained_glass	9	Cyan Stained Glass
blockGlassCyan	TConstruct:GlassBlock.StainedClear	9	Cyan Stained Glass
blockGlassEV	gregtech:gt.blocktintedglass	0	Tinted Industrial Glass (White)
blockGlassEV	gregtech:gt.blocktintedglass	1	Tinted Industrial Glass (Light Gray)
blockGlassEV	gregtech:gt.blocktintedglass	3	Tinted Industrial Glass (Black)
blockGlassEV	gregtech:gt.blocktintedglass	2	Tinted Industrial Glass (Gray)
blockGlassEV	BloodArsenal:blood_stained_glass	0	Blood Stained Glass
blockGlassEV	Botania:manaGlass	0	Managlass
blockGlassEV	IC2:blockAlloyGlass	0	Reinforced Glass
blockGlassEV	gregtech:gt.blockglass1	0	Chemical Grade Glass
blockGlassEV	bartworks:BW_GlasBlocks	1	Titanium Reinforced Borosilicate Glass Block
blockGlassGray	minecraft:stained_glass	7	Gray Stained Glass
blockGlassGray	TConstruct:GlassBlock.StainedClear	7	Gray Stained Glass
blockGlassGreen	minecraft:stained_glass	13	Green Stained Glass
blockGlassGreen	TConstruct:GlassBlock.StainedClear	13	Green Stained Glass
blockGlassHV	EnderIO:blockFusedQuartz	5	Dark Clear Glass
blockGlassHV	EnderIO:blockFusedQuartz	4	Dark Fused Quartz
blockGlassHV	EnderIO:blockFusedQuartz	1	Quite Clear Glass
blockGlassHV	EnderIO:blockFusedQuartz	0	Fused Quartz
blockGlassHV	EnderIO:blockFusedQuartz	3	Enlightened Clear Glass
blockGlassHV	bartworks:BW_GlasBlocks	0	Borosilicate Glass Block
blockGlassHV	EnderIO:blockFusedQuartz	2	Enlightened Fused Quartz
blockGlassHV	Thaumcraft:blockCosmeticOpaque	2	Warded Glass
blockGlassHardened	EnderIO:blockFusedQuartz	0	Fused Quartz
blockGlassIV	Botania:bifrostPerm	0	Bifrost Block
blockGlassIV	Botania:elfGlass	0	Alfglass
blockGlassIV	bartworks:BW_GlasBlocks	2	Tungstensteel Reinforced Borosilicate Glass Block
blockGlassIV	bartworks:BW_GlasBlocks	12	Thorium Yttrium Glass Block
blockGlassLightBlue	minecraft:stained_glass	3	Light Blue Stained Glass
blockGlassLightBlue	TConstruct:GlassBlock.StainedClear	3	Light Blue Stained Glass
blockGlassLightGray	minecraft:stained_glass	8	Light Gray Stained Glass
blockGlassLightGray	TConstruct:GlassBlock.StainedClear	8	Light Gray Stained Glass
blockGlassLime	minecraft:stained_glass	5	Lime Stained Glass
blockGlassLime	TConstruct:GlassBlock.StainedClear	5	Lime Stained Glass
blockGlassLuV	bartworks:BW_GlasBlocks	3	Rhodium-Plated Palladium Reinforced Borosilicate Glass Block
blockGlassMagenta	minecraft:stained_glass	2	Magenta Stained Glass
blockGlassMagenta	TConstruct:GlassBlock.StainedClear	2	Magenta Stained Glass
blockGlassOrange	minecraft:stained_glass	1	Orange Stained Glass
blockGlassOrange	TConstruct:GlassBlock.StainedClear	1	Orange Stained Glass
blockGlassPink	minecraft:stained_glass	6	Pink Stained Glass
blockGlassPink	TConstruct:GlassBlock.StainedClear	6	Pink Stained Glass
blockGlassPurple	minecraft:stained_glass	10	Purple Stained Glass
blockGlassPurple	TConstruct:GlassBlock.StainedClear	10	Purple Stained Glass
blockGlassRed	minecraft:stained_glass	14	Red Stained Glass
blockGlassRed	TConstruct:GlassBlock.StainedClear	14	Red Stained Glass
blockGlassSandy	ExtraUtilities:decorativeBlock1	9	Sandy Glass
blockGlassTinted	etfuturum:tinted_glass	0	Tinted Glass
blockGlassUEV	gregtech:gt.blockglass1	3	Non-Photonic Matter Exclusion Glass
blockGlassUEV	bartworks:BW_GlasBlocks	14	Cosmic Neutronium Reinforced Borosilicate Glass Block
blockGlassUHV	gregtech:gt.blockglass1	2	Omni-Purpose Infinity Fused Glass
blockGlassUHV	gregtech:gt.blockglass1	1	Electron-Permeable Neutronium Coated Glass
blockGlassUHV	bartworks:BW_GlasBlocks	13	Neutronium Reinforced Borosilicate Glass Block
blockGlassUIV	gregtech:gt.blockglass1	4	Hawking Radiation Realignment Focus
blockGlassUIV	bartworks:BW_GlasBlocks	15	Infinity Reinforced Borosilicate Glass Block
blockGlassUMV	bartworks:BW_GlasBlocks2	0	Transcendentally Reinforced Borosilicate Glass Block
blockGlassUMV	gregtech:gt.blockglass1	5	Nanite Shielding Glass
blockGlassUMV	tectech:tile.spatiallyTranscendentGravitationalLens	0	Spatially Transcendent Gravitational Lens Block
blockGlassUMV	GoodGenerator:antimatterContainmentCasing	0	Antimatter Containment Casing
blockGlassUV	bartworks:BW_GlasBlocks	5	Osmium Reinforced Borosilicate Glass Block
blockGlassUV	tectech:tile.quantumGlass	0	Quantum Glass
blockGlassWhite	minecraft:stained_glass	0	White Stained Glass
blockGlassWhite	TConstruct:GlassBlock.StainedClear	0	White Stained Glass
blockGlassYellow	minecraft:stained_glass	4	Yellow Stained Glass
blockGlassYellow	TConstruct:GlassBlock.StainedClear	4	Yellow Stained Glass
blockGlassZPM	bartworks:BW_GlasBlocks	4	Iridium Reinforced Borosilicate Glass Block
blockGold	minecraft:gold_block	0	Block of Gold
blockGold	thaumicbases:oldGold	0	Ancient Gold Block
blockGranite	chisel:granite	0	Granite
blockGreenSapphire	gregtech:gt.blockgem1	13	Block of Green Sapphire
blockGrisium	miscutils:blockBlockGrisium	0	Block of Grisium
blockHS188A	miscutils:blockBlockHS188A	0	Block of HS188-A
blockHSSE	gregtech:gt.blockmetal8	10	Block of HSS-E
blockHSSG	gregtech:gt.blockmetal8	9	Block of HSS-G
blockHSSS	gregtech:gt.blockmetal8	11	Block of HSS-S
blockHafnium	bartworks:bw.werkstoffblocks.01	11000	Block of Hafnium
blockHastelloyC276	miscutils:blockBlockHastelloyC276	0	Block of Hastelloy-C276
blockHastelloyN	miscutils:blockBlockHastelloyN	0	Block of Hastelloy-N
blockHastelloyW	miscutils:blockBlockHastelloyW	0	Block of Hastelloy-W
blockHastelloyX	miscutils:blockBlockHastelloyX	0	Block of Hastelloy-X
blockHeLiCoPtEr	miscutils:blockBlockHeLiCoPtEr	0	Block of HeLiCoPtEr
blockHedenbergite	bartworks:bw.werkstoffblocks.01	25	Block of Hedenbergite
blockHeeEndium	HardcoreEnderExpansion:endium_block	0	Endium Block
blockHellishMetal	gregtech:gt.blockmetal9	12	Block of Hellish Metal
blockHighDurabilityCompoundSteel	bartworks:bw.werkstoffblocks.01	92	Block of High Durability Compound Steel
blockHikarium	bartworks:bw.werkstoffblocks.01	10105	Block of Hikarium
blockHolmium	gregtech:gt.blockmetal3	7	Block of Holmium
blockHopper	minecraft:hopper	0	Hopper
blockHypogen	miscutils:blockBlockHypogen	0	Block of Hypogen
blockIcestone	ExtraUtilities:decorativeBlock1	3	Frosted Stone
blockIchorium	gregtech:gt.blockmetal8	13	Block of Ichorium
blockIncoloy-903	bartworks:bw.werkstoffblocks.01	10084	Block of Incoloy-903
blockIncoloy020	miscutils:blockBlockIncoloy020	0	Block of Incoloy-020
blockIncoloyDS	miscutils:blockBlockIncoloyDS	0	Block of Incoloy-DS
blockIncoloyMA956	miscutils:blockBlockIncoloyMA956	0	Block of Incoloy-MA956
blockInconel625	miscutils:blockBlockInconel625	0	Block of Inconel-625
blockInconel690	miscutils:blockBlockInconel690	0	Block of Inconel-690
blockInconel792	miscutils:blockBlockInconel792	0	Block of Inconel-792
blockIndalloy140	miscutils:blockBlockIndalloy140	0	Block of Indalloy 140
blockIndium	gregtech:gt.blockmetal3	9	Block of Indium
blockInfinity	Avaritia:Resource_Block	1	Infinity Block
blockInfusedAir	gregtech:gt.blockgem1	0	Block of Aer
blockInfusedEarth	gregtech:gt.blockgem2	15	Block of Terra
blockInfusedEntropy	gregtech:gt.blockgem2	7	Block of Perditio
blockInfusedFire	gregtech:gt.blockgem1	14	Block of Ignis
blockInfusedGold	gregtech:gt.blockmetal3	10	Block of Infused Gold
blockInfusedOrder	gregtech:gt.blockgem2	6	Block of Ordo
blockInfusedWater	gregtech:gt.blockgem1	3	Block of Aqua
blockInvar	gregtech:gt.blockmetal3	11	Block of Invar
blockIodine	miscutils:blockBlockIodine	0	Block of Iodine
blockIridium	gregtech:gt.blockmetal3	12	Block of Iridium
blockIron	minecraft:iron_block	0	Block of Iron
blockIron	thaumicbases:oldIron	0	Ancient Iron Block
blockIronMagnetic	gregtech:gt.blockmetal3	13	Block of Magnetic Iron
blockIronWood	gregtech:gt.blockmetal3	14	Block of Ironwood
blockJasper	gregtech:gt.blockgem1	15	Block of Jasper
blockKanthal	gregtech:gt.blockmetal3	15	Block of Kanthal
blockKnightmetal	gregtech:gt.blockmetal4	0	Block of Knightmetal
blockLafiumCompound	miscutils:blockBlockLafiumCompound	0	Block of Lafium Compound
blockLanthanum	gregtech:gt.blockmetal4	1	Block of Lanthanum
blockLanthanumHexaboride	bartworks:bw.werkstoffblocks.01	11358	Block of Lanthanum Hexaboride
blockLapis	minecraft:lapis_block	0	Lapis Lazuli Block
blockLapis	ExtraUtilities:color_blockLapis	0	Colored Lapis Lazuli Block (White Frequency)
blockLapis	ExtraUtilities:color_blockLapis	1	Colored Lapis Lazuli Block (Orange Frequency)
blockLapis	ExtraUtilities:color_blockLapis	2	Colored Lapis Lazuli Block (Magenta Frequency)
blockLapis	ExtraUtilities:color_blockLapis	3	Colored Lapis Lazuli Block (Light Blue Frequency)
blockLapis	ExtraUtilities:color_blockLapis	4	Colored Lapis Lazuli Block (Yellow Frequency)
blockLapis	ExtraUtilities:color_blockLapis	5	Colored Lapis Lazuli Block (Lime Frequency)
blockLapis	ExtraUtilities:color_blockLapis	6	Colored Lapis Lazuli Block (Pink Frequency)
blockLapis	ExtraUtilities:color_blockLapis	7	Colored Lapis Lazuli Block (Gray Frequency)
blockLapis	ExtraUtilities:color_blockLapis	8	Colored Lapis Lazuli Block (Light Gray Frequency)
blockLapis	ExtraUtilities:color_blockLapis	9	Colored Lapis Lazuli Block (Cyan Frequency)
blockLapis	ExtraUtilities:color_blockLapis	10	Colored Lapis Lazuli Block (Purple Frequency)
blockLapis	ExtraUtilities:color_blockLapis	11	Colored Lapis Lazuli Block (Blue Frequency)
blockLapis	ExtraUtilities:color_blockLapis	12	Colored Lapis Lazuli Block (Brown Frequency)
blockLapis	ExtraUtilities:color_blockLapis	13	Colored Lapis Lazuli Block (Green Frequency)
blockLapis	ExtraUtilities:color_blockLapis	14	Colored Lapis Lazuli Block (Red Frequency)
blockLapis	ExtraUtilities:color_blockLapis	15	Colored Lapis Lazuli Block (Black Frequency)
blockLapis	thaumicbases:oldLapis	0	Ancient Lapis Lazuli Block
blockLapisBlack	ExtraUtilities:color_blockLapis	0	Colored Lapis Lazuli Block (White Frequency)
blockLapisBlue	ExtraUtilities:color_blockLapis	4	Colored Lapis Lazuli Block (Yellow Frequency)
blockLapisBrown	ExtraUtilities:color_blockLapis	3	Colored Lapis Lazuli Block (Light Blue Frequency)
blockLapisCyan	ExtraUtilities:color_blockLapis	6	Colored Lapis Lazuli Block (Pink Frequency)
blockLapisGray	ExtraUtilities:color_blockLapis	8	Colored Lapis Lazuli Block (Light Gray Frequency)
blockLapisGreen	ExtraUtilities:color_blockLapis	2	Colored Lapis Lazuli Block (Magenta Frequency)
blockLapisLightBlue	ExtraUtilities:color_blockLapis	12	Colored Lapis Lazuli Block (Brown Frequency)
blockLapisLightGray	ExtraUtilities:color_blockLapis	7	Colored Lapis Lazuli Block (Gray Frequency)
blockLapisLime	ExtraUtilities:color_blockLapis	10	Colored Lapis Lazuli Block (Purple Frequency)
blockLapisMagenta	ExtraUtilities:color_blockLapis	13	Colored Lapis Lazuli Block (Green Frequency)
blockLapisOrange	ExtraUtilities:color_blockLapis	14	Colored Lapis Lazuli Block (Red Frequency)
